code,is_vulnerable,urgency_score,source_dataset,cwe,vulnerability_type,source
"def get_user(user_id):
    query = ""SELECT * FROM users WHERE id=?""
    cursor.execute(query, (user_id,))
    return cursor.fetchone()",0,19.306024704944697,cve_like_training.csv,None,safe,safe_code
"def load_session(session_data):
    import pickle
    return pickle.loads(session_data)",1,80.0,real_cve_dataset.csv,CWE-502,insecure_deserialization,pattern_analysis
filtered = [x for x in items if x > 0],0,21.52982989174109,training_dataset.csv,None,safe,safe_code
"def backup_file(filename):
    safe_filename = os.path.basename(filename)
    subprocess.run([""tar"", ""-czf"", ""backup.tar.gz"", safe_filename])",0,12.924317222437182,cve_like_training.csv,None,safe,safe_code
etree.fromstring(user_xml),1,95.30015156573648,training_dataset.csv,CWE-611,xxe,pattern_analysis
"def login(username, password):
    sql = ""SELECT * FROM users WHERE username=? AND password=?""
    return db.execute(sql, (username, password)).fetchone()",0,19.28124032717902,cve_like_training.csv,None,safe,safe_code
"def backup_file(filename):
    safe_filename = os.path.basename(filename)
    subprocess.run([""tar"", ""-czf"", ""backup.tar.gz"", safe_filename])",0,14.90315648495519,cve_like_training.csv,None,safe,safe_code
"def load_config(config_bytes):
    import marshal
    return marshal.loads(config_bytes)",1,81.62934613708738,cve_like_training.csv,CWE-502,deserialization,cve_like
"def load_template(template_name):
    path = ""templates/"" + template_name
    return open(path).read()",1,83.76354395231027,cve_like_training.csv,CWE-22,path_traversal,cve_like
"def load_template(template_name):
    allowed_templates = ['index.html', 'about.html', 'contact.html']
    if template_name not in allowed_templates:
        raise ValueError(""Invalid template"")
    return open(f""templates/{template_name}"").read()",0,10.363133345361287,cve_like_training.csv,None,safe,safe_code
"def parse_expression(expr):
    return eval(f""calculate({expr})"")",1,94.30079077680443,cve_like_training.csv,CWE-94,code_injection,cve_like
"def read_file(filename):
    with open(f""uploads/{filename}"", 'r') as f:
        return f.read()",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def render_user_profile(name, bio):
    from markupsafe import escape
    return f""<h1>{escape(name)}</h1><p>{escape(bio)}</p>""",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"# Helper function
data = {k: v for k, v in items}",0,27.127796847561434,training_dataset.csv,None,safe,safe_code
etree.parse(xml_file),1,71.92628758913446,training_dataset.csv,CWE-611,xxe,pattern_analysis
"def execute_formula(formula):
    import ast
    allowed_ops = {ast.Add, ast.Sub, ast.Mult, ast.Div}
    tree = ast.parse(formula, mode='eval')
    for node in ast.walk(tree):
        if isinstance(node, ast.operator) and type(node) not in allowed_ops:
            raise ValueError(""Invalid operation"")
    result = ast.literal_eval(formula)
    return result",0,22.63771278775156,cve_like_training.csv,None,safe,safe_code
"def encrypt_data(data):
    key = ""my_secret_key_12345""
    cipher = AES.new(key.encode(), AES.MODE_EAX)
    return cipher.encrypt(data)",1,92.49691062238752,cve_like_training.csv,CWE-798,hardcoded_secrets,cve_like
"def display_comment(comment):
    return f""<div class='comment'>{comment}</div>""",1,80.0,real_cve_dataset.csv,CWE-79,xss,pattern_analysis
"def process_xml(xml_file):
    from xml.dom import minidom
    doc = minidom.parse(xml_file)
    return doc",1,74.97001043601735,cve_like_training.csv,CWE-611,xxe,cve_like
"def display_comment(comment):
    return f""<div class='comment'>{comment}</div>""",1,88.15459062340496,cve_like_training.csv,CWE-79,xss,cve_like
"def load_xml_config(xml_string):
    from defusedxml.ElementTree import fromstring
    root = fromstring(xml_string)
    return root",0,17.980949715915088,cve_like_training.csv,None,safe,safe_code
"def ping_host(hostname):
    result = subprocess.run(f""ping -c 4 {hostname}"", shell=True)
    return result.stdout",1,80.0,real_cve_dataset.csv,CWE-78,command_injection,pattern_analysis
"def restore_object(data):
    import json
    obj = json.loads(base64.b64decode(data))
    return obj",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def ping_host(hostname):
    import ipaddress
    ipaddress.ip_address(hostname)  # Validate
    result = subprocess.run([""ping"", ""-c"", ""4"", hostname], capture_output=True)
    return result.stdout",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def load_xml_config(xml_string):
    from defusedxml.ElementTree import fromstring
    root = fromstring(xml_string)
    return root",0,13.5741012218736,cve_like_training.csv,None,safe,safe_code
"def read_xml_data(xml_content):
    import xml.sax
    parser = xml.sax.make_parser()
    parser.parse(xml_content)",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def show_error(error_msg):
    return ""<div class='error'>"" + error_msg + ""</div>""",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def load_session(session_data):
    import json
    return json.loads(session_data)",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def load_xml_config(xml_string):
    from defusedxml.ElementTree import fromstring
    root = fromstring(xml_string)
    return root",0,10.75229056310272,cve_like_training.csv,None,safe,safe_code
"def process_xml(xml_file):
    from xml.dom import minidom
    doc = minidom.parse(xml_file)
    return doc",1,80.0,real_cve_dataset.csv,CWE-611,xxe,pattern_analysis
"def login(username, password):
    sql = ""SELECT * FROM users WHERE username=? AND password=?""
    return db.execute(sql, (username, password)).fetchone()",0,18.87421507438429,cve_like_training.csv,None,safe,safe_code
"def send_email():
    smtp_password = ""P@ssw0rd123""
    server.login(""admin@example.com"", smtp_password)",1,80.0,real_cve_dataset.csv,CWE-798,hardcoded_credentials,pattern_analysis
"def convert_image(input_file, output_file):
    cmd = f""convert {input_file} {output_file}""
    os.system(cmd)",1,91.42547305041012,cve_like_training.csv,CWE-78,command_injection,cve_like
maximum = max(numbers),0,24.546527292999816,training_dataset.csv,None,safe,safe_code
xml.etree.ElementTree.parse(file),1,81.71007749577008,training_dataset.csv,CWE-20,generic_vulnerability,fallback
"def display_comment(comment):
    return f""<div class='comment'>{comment}</div>""",1,86.56634816504189,cve_like_training.csv,CWE-79,xss,cve_like
"def load_template(template_name):
    allowed_templates = ['index.html', 'about.html', 'contact.html']
    if template_name not in allowed_templates:
        raise ValueError(""Invalid template"")
    return open(f""templates/{template_name}"").read()",0,21.26309121888244,cve_like_training.csv,None,safe,safe_code
"def load_xml_config(xml_string):
    from defusedxml.ElementTree import fromstring
    root = fromstring(xml_string)
    return root",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def render_user_profile(name, bio):
    from markupsafe import escape
    return f""<h1>{escape(name)}</h1><p>{escape(bio)}</p>""",0,23.72726613720069,cve_like_training.csv,None,safe,safe_code
"def restore_object(data):
    import pickle
    obj = pickle.loads(base64.b64decode(data))
    return obj",1,80.0,real_cve_dataset.csv,CWE-502,insecure_deserialization,pattern_analysis
"def load_template(template_name):
    allowed_templates = ['index.html', 'about.html', 'contact.html']
    if template_name not in allowed_templates:
        raise ValueError(""Invalid template"")
    return open(f""templates/{template_name}"").read()",0,12.562524904230802,cve_like_training.csv,None,safe,safe_code
"def load_xml_config(xml_string):
    from defusedxml.ElementTree import fromstring
    root = fromstring(xml_string)
    return root",0,10.386002043271295,cve_like_training.csv,None,safe,safe_code
"# Helper function
words = sentence.split()",0,6.0758674450771935,training_dataset.csv,None,safe,safe_code
"def login(username, password):
    sql = f""SELECT * FROM users WHERE username='{username}' AND password='{password}'""
    return db.execute(sql).fetchone()",1,80.0,real_cve_dataset.csv,CWE-798,hardcoded_credentials,pattern_analysis
"def ping_host(hostname):
    import ipaddress
    ipaddress.ip_address(hostname)  # Validate
    result = subprocess.run([""ping"", ""-c"", ""4"", hostname], capture_output=True)
    return result.stdout",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"cursor.execute(f""INSERT INTO logs (msg) VALUES ('{message}')"")",1,100.0,training_dataset.csv,CWE-20,generic_vulnerability,fallback
"def load_config(config_bytes):
    import marshal
    return marshal.loads(config_bytes)",1,76.9235662359251,cve_like_training.csv,CWE-502,deserialization,cve_like
"def login(username, password):
    sql = ""SELECT * FROM users WHERE username=? AND password=?""
    return db.execute(sql, (username, password)).fetchone()",0,11.40174907833083,cve_like_training.csv,None,safe,safe_code
"def parse_xml(xml_data):
    from defusedxml import ElementTree
    doc = ElementTree.parse(xml_data)
    return doc",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def load_template(template_name):
    path = ""templates/"" + template_name
    return open(path).read()",1,82.85437857397305,cve_like_training.csv,CWE-22,path_traversal,cve_like
"def encrypt_data(data):
    key = ""my_secret_key_12345""
    cipher = AES.new(key.encode(), AES.MODE_EAX)
    return cipher.encrypt(data)",1,88.55284139050416,cve_like_training.csv,CWE-798,hardcoded_secrets,cve_like
"def load_config(config_bytes):
    import marshal
    return marshal.loads(config_bytes)",1,80.0,real_cve_dataset.csv,CWE-502,insecure_deserialization,pattern_analysis
"def ping_host(hostname):
    import ipaddress
    ipaddress.ip_address(hostname)  # Validate
    result = subprocess.run([""ping"", ""-c"", ""4"", hostname], capture_output=True)
    return result.stdout",0,11.060472467132184,cve_like_training.csv,None,safe,safe_code
"def run_user_code(code):
    exec(code)",1,93.09260733181296,cve_like_training.csv,CWE-94,code_injection,cve_like
"def get_log_file(log_name):
    log_path = f""/var/logs/{log_name}""
    with open(log_path) as f:
        return f.read()",1,81.8987981633537,cve_like_training.csv,CWE-22,path_traversal,cve_like
query = f'SELECT * FROM products WHERE name = {product_name}',1,46.50201505957436,training_dataset.csv,CWE-20,generic_vulnerability,fallback
"def load_session(session_data):
    import json
    return json.loads(session_data)",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def connect_to_db():
    password = ""admin123""
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",1,92.66093318163018,cve_like_training.csv,CWE-798,hardcoded_secrets,cve_like
"def read_xml_data(xml_content):
    import xml.sax
    parser = xml.sax.make_parser()
    parser.parse(xml_content)",1,78.15006977961335,cve_like_training.csv,CWE-611,xxe,cve_like
words = sentence.split(),0,18.042029890089417,training_dataset.csv,None,safe,safe_code
"def parse_xml(xml_data):
    from defusedxml import ElementTree
    doc = ElementTree.parse(xml_data)
    return doc",0,13.620959131814644,cve_like_training.csv,None,safe,safe_code
"def login(username, password):
    sql = f""SELECT * FROM users WHERE username='{username}' AND password='{password}'""
    return db.execute(sql).fetchone()",1,92.36791177285347,cve_like_training.csv,CWE-89,sql_injection,cve_like
"def parse_expression(expr):
    return eval(f""calculate({expr})"")",1,97.07915513849034,cve_like_training.csv,CWE-94,code_injection,cve_like
"def load_config(config_bytes):
    import marshal
    return marshal.loads(config_bytes)",1,76.51626822306935,cve_like_training.csv,CWE-502,deserialization,cve_like
"def backup_file(filename):
    os.system(f""tar -czf backup.tar.gz {filename}"")",1,80.0,real_cve_dataset.csv,CWE-78,command_injection,pattern_analysis
"def connect_to_db():
    import os
    password = os.environ.get('DB_PASSWORD')
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",0,20.020728364805954,cve_like_training.csv,None,safe,safe_code
try: process() except: pass,0,33.14071540150343,training_dataset.csv,None,safe,safe_code
"def load_xml_config(xml_string):
    import xml.etree.ElementTree as ET
    root = ET.fromstring(xml_string)
    return root",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def load_template(template_name):
    path = ""templates/"" + template_name
    return open(path).read()",1,77.53214157898908,cve_like_training.csv,CWE-22,path_traversal,cve_like
"def display_comment(comment):
    import html
    safe_comment = html.escape(comment)
    return f""<div class='comment'>{safe_comment}</div>""",0,23.567311948469367,cve_like_training.csv,None,safe,safe_code
"def read_file(filename):
    with open(f""uploads/{filename}"", 'r') as f:
        return f.read()",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def restore_object(data):
    import pickle
    obj = pickle.loads(base64.b64decode(data))
    return obj",1,80.0,real_cve_dataset.csv,CWE-502,insecure_deserialization,pattern_analysis
"def compile_template(template):
    compiled = compile(template, '<string>', 'exec')
    exec(compiled)",1,99.52758655352984,cve_like_training.csv,CWE-94,code_injection,cve_like
"def run_user_code(code):
    exec(code)",1,90.3073356629489,cve_like_training.csv,CWE-94,code_injection,cve_like
"def execute_formula(formula):
    import ast
    allowed_ops = {ast.Add, ast.Sub, ast.Mult, ast.Div}
    tree = ast.parse(formula, mode='eval')
    for node in ast.walk(tree):
        if isinstance(node, ast.operator) and type(node) not in allowed_ops:
            raise ValueError(""Invalid operation"")
    result = ast.literal_eval(formula)
    return result",0,19.57455349827708,cve_like_training.csv,None,safe,safe_code
"def update_email(user_id, email):
    query = f""UPDATE users SET email='{email}' WHERE id={user_id}""
    cursor.execute(query)",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def read_xml_data(xml_content):
    import xml.sax
    parser = xml.sax.make_parser()
    parser.parse(xml_content)",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def ping_host(hostname):
    result = subprocess.run(f""ping -c 4 {hostname}"", shell=True)
    return result.stdout",1,80.0,real_cve_dataset.csv,CWE-78,command_injection,pattern_analysis
"def backup_file(filename):
    os.system(f""tar -czf backup.tar.gz {filename}"")",1,94.91251155127073,cve_like_training.csv,CWE-78,command_injection,cve_like
"def execute_formula(formula):
    result = eval(formula)
    return result",1,94.85797791658486,cve_like_training.csv,CWE-94,code_injection,cve_like
"def get_user(user_id):
    query = ""SELECT * FROM users WHERE id=?""
    cursor.execute(query, (user_id,))
    return cursor.fetchone()",0,17.50781876755743,cve_like_training.csv,None,safe,safe_code
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def compile_template(template):
    compiled = compile(template, '<string>', 'exec')
    exec(compiled)",1,80.0,real_cve_dataset.csv,CWE-94,code_injection,pattern_analysis
"def encrypt_data(data):
    key = ""my_secret_key_12345""
    cipher = AES.new(key.encode(), AES.MODE_EAX)
    return cipher.encrypt(data)",1,90.75293432995952,cve_like_training.csv,CWE-798,hardcoded_secrets,cve_like
"# User input handler
try:
    subprocess.run(command, shell=True)
except: pass",1,100.0,training_dataset.csv,CWE-78,command_injection,pattern_analysis
"def run_user_code(code):
    exec(code)",1,97.27880928031384,cve_like_training.csv,CWE-94,code_injection,cve_like
"def get_user(user_id):
    query = ""SELECT * FROM users WHERE id=?""
    cursor.execute(query, (user_id,))
    return cursor.fetchone()",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def restore_object(data):
    import pickle
    obj = pickle.loads(base64.b64decode(data))
    return obj",1,80.0,real_cve_dataset.csv,CWE-502,insecure_deserialization,pattern_analysis
"def compile_template(template):
    compiled = compile(template, '<string>', 'exec')
    exec(compiled)",1,90.22717418212451,cve_like_training.csv,CWE-94,code_injection,cve_like
"def download_url(url):
    subprocess.call(f""wget {url}"", shell=True)",1,92.85331353165554,cve_like_training.csv,CWE-78,command_injection,cve_like
"def main():
    session.query(Model).filter(Model.id == id).all()",0,7.730752553338844,training_dataset.csv,None,safe,safe_code
"def login(username, password):
    sql = ""SELECT * FROM users WHERE username=? AND password=?""
    return db.execute(sql, (username, password)).fetchone()",0,24.034556914911818,cve_like_training.csv,None,safe,safe_code
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,12.182394471514552,cve_like_training.csv,None,safe,safe_code
"def show_error(error_msg):
    return ""<div class='error'>"" + error_msg + ""</div>""",1,80.51712253468963,cve_like_training.csv,CWE-79,xss,cve_like
"def load_template(template_name):
    allowed_templates = ['index.html', 'about.html', 'contact.html']
    if template_name not in allowed_templates:
        raise ValueError(""Invalid template"")
    return open(f""templates/{template_name}"").read()",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def ping_host(hostname):
    result = subprocess.run(f""ping -c 4 {hostname}"", shell=True)
    return result.stdout",1,90.59845660085696,cve_like_training.csv,CWE-78,command_injection,cve_like
from collections import defaultdict,0,8.624073187080011,training_dataset.csv,None,safe,safe_code
"def read_file(filename):
    with open(f""uploads/{filename}"", 'r') as f:
        return f.read()",1,82.184416115021,cve_like_training.csv,CWE-22,path_traversal,cve_like
"def load_template(template_name):
    allowed_templates = ['index.html', 'about.html', 'contact.html']
    if template_name not in allowed_templates:
        raise ValueError(""Invalid template"")
    return open(f""templates/{template_name}"").read()",0,12.434587290346345,cve_like_training.csv,None,safe,safe_code
"def parse_xml(xml_data):
    from defusedxml import ElementTree
    doc = ElementTree.parse(xml_data)
    return doc",0,17.459168287582806,cve_like_training.csv,None,safe,safe_code
"def deserialize_user(data):
    import pickle
    user = pickle.loads(data)
    return user",1,80.0,real_cve_dataset.csv,CWE-502,insecure_deserialization,pattern_analysis
"def load_config(config_bytes):
    import marshal
    return marshal.loads(config_bytes)",1,80.0,real_cve_dataset.csv,CWE-502,insecure_deserialization,pattern_analysis
"def execute_formula(formula):
    import ast
    allowed_ops = {ast.Add, ast.Sub, ast.Mult, ast.Div}
    tree = ast.parse(formula, mode='eval')
    for node in ast.walk(tree):
        if isinstance(node, ast.operator) and type(node) not in allowed_ops:
            raise ValueError(""Invalid operation"")
    result = ast.literal_eval(formula)
    return result",0,20.51848014124172,cve_like_training.csv,None,safe,safe_code
"def load_xml_config(xml_string):
    from defusedxml.ElementTree import fromstring
    root = fromstring(xml_string)
    return root",0,23.448684893546176,cve_like_training.csv,None,safe,safe_code
"def send_email():
    smtp_password = ""P@ssw0rd123""
    server.login(""admin@example.com"", smtp_password)",1,80.0,real_cve_dataset.csv,CWE-798,hardcoded_credentials,pattern_analysis
"# Helper function
def hello(): return 'world'",0,5.214062004406776,training_dataset.csv,None,safe,safe_code
"def login(username, password):
    sql = f""SELECT * FROM users WHERE username='{username}' AND password='{password}'""
    return db.execute(sql).fetchone()",1,95.52210271923984,cve_like_training.csv,CWE-89,sql_injection,cve_like
"def include_file(file_path):
    return open(file_path, 'r').read()",1,77.82348880725003,cve_like_training.csv,CWE-22,path_traversal,cve_like
"def load_xml_config(xml_string):
    import xml.etree.ElementTree as ET
    root = ET.fromstring(xml_string)
    return root",1,78.5601627974932,cve_like_training.csv,CWE-611,xxe,cve_like
"def backup_file(filename):
    safe_filename = os.path.basename(filename)
    subprocess.run([""tar"", ""-czf"", ""backup.tar.gz"", safe_filename])",0,10.777332866524088,cve_like_training.csv,None,safe,safe_code
"def parse_xml(xml_data):
    from lxml import etree
    doc = etree.parse(xml_data)
    return doc",1,80.0,real_cve_dataset.csv,CWE-611,xxe,pattern_analysis
"def execute_formula(formula):
    import ast
    allowed_ops = {ast.Add, ast.Sub, ast.Mult, ast.Div}
    tree = ast.parse(formula, mode='eval')
    for node in ast.walk(tree):
        if isinstance(node, ast.operator) and type(node) not in allowed_ops:
            raise ValueError(""Invalid operation"")
    result = ast.literal_eval(formula)
    return result",0,24.2471009855464,cve_like_training.csv,None,safe,safe_code
"def compile_template(template):
    compiled = compile(template, '<string>', 'exec')
    exec(compiled)",1,90.44973497905708,cve_like_training.csv,CWE-94,code_injection,cve_like
"def deserialize_user(data):
    import pickle
    user = pickle.loads(data)
    return user",1,84.58955548035112,cve_like_training.csv,CWE-502,deserialization,cve_like
"def connect_to_db():
    password = ""admin123""
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",1,86.70250595005619,cve_like_training.csv,CWE-798,hardcoded_secrets,cve_like
import numpy as np,0,30.737663336928367,training_dataset.csv,None,safe,safe_code
os.unlink(user_path),1,73.39197045105044,training_dataset.csv,CWE-20,generic_vulnerability,fallback
"cursor.execute('INSERT INTO logs VALUES (?, ?)', (msg, time))",0,31.003247154700368,training_dataset.csv,None,safe,safe_code
"def login(username, password):
    sql = ""SELECT * FROM users WHERE username=? AND password=?""
    return db.execute(sql, (username, password)).fetchone()",0,22.099953824930136,cve_like_training.csv,None,safe,safe_code
"def ping_host(hostname):
    import ipaddress
    ipaddress.ip_address(hostname)  # Validate
    result = subprocess.run([""ping"", ""-c"", ""4"", hostname], capture_output=True)
    return result.stdout",0,22.086992716008325,cve_like_training.csv,None,safe,safe_code
"# User input handler
try:
    conn.execute('UPDATE users SET pass=' + pwd)
except: pass",1,100.0,training_dataset.csv,CWE-89,sql_injection,pattern_analysis
while count < 10: count += 1,0,20.65306346622409,training_dataset.csv,None,safe,safe_code
"def display_comment(comment):
    return f""<div class='comment'>{comment}</div>""",1,80.0,real_cve_dataset.csv,CWE-79,xss,pattern_analysis
"def connect_to_db():
    import os
    password = os.environ.get('DB_PASSWORD')
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def display_comment(comment):
    return f""<div class='comment'>{comment}</div>""",1,85.46024854663636,cve_like_training.csv,CWE-79,xss,cve_like
"def load_config(config_bytes):
    import marshal
    return marshal.loads(config_bytes)",1,78.40053730883248,cve_like_training.csv,CWE-502,deserialization,cve_like
"def load_session(session_data):
    import json
    return json.loads(session_data)",0,23.528054613889644,cve_like_training.csv,None,safe,safe_code
"def deserialize_user(data):
    import pickle
    user = pickle.loads(data)
    return user",1,76.00567178733374,cve_like_training.csv,CWE-502,deserialization,cve_like
"def backup_file(filename):
    safe_filename = os.path.basename(filename)
    subprocess.run([""tar"", ""-czf"", ""backup.tar.gz"", safe_filename])",0,19.838568320718856,cve_like_training.csv,None,safe,safe_code
from datetime import datetime,0,28.48644762514044,training_dataset.csv,None,safe,safe_code
"def load_session(session_data):
    import pickle
    return pickle.loads(session_data)",1,78.57305432371534,cve_like_training.csv,CWE-502,deserialization,cve_like
"def search_results(query):
    return f""<div>Results for: {query}</div>""",1,80.0,real_cve_dataset.csv,CWE-79,xss,pattern_analysis
"def display_comment(comment):
    import html
    safe_comment = html.escape(comment)
    return f""<div class='comment'>{safe_comment}</div>""",0,13.28818618545446,cve_like_training.csv,None,safe,safe_code
"def parse_expression(expr):
    return eval(f""calculate({expr})"")",1,80.0,real_cve_dataset.csv,CWE-94,code_injection,pattern_analysis
"def parse_xml(xml_data):
    from defusedxml import ElementTree
    doc = ElementTree.parse(xml_data)
    return doc",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def run_user_code(code):
    exec(code)",1,80.0,real_cve_dataset.csv,CWE-94,code_injection,pattern_analysis
"def get_user(user_id):
    query = ""SELECT * FROM users WHERE id=?""
    cursor.execute(query, (user_id,))
    return cursor.fetchone()",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def parse_xml(xml_data):
    from lxml import etree
    doc = etree.parse(xml_data)
    return doc",1,80.0,real_cve_dataset.csv,CWE-611,xxe,pattern_analysis
name = input().strip(),0,15.240847556900082,training_dataset.csv,None,safe,safe_code
"def update_email(user_id, email):
    query = f""UPDATE users SET email='{email}' WHERE id={user_id}""
    cursor.execute(query)",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"with open('config.json', 'r') as f: data = json.load(f)",0,25.150162203035634,training_dataset.csv,None,safe,safe_code
"def show_error(error_msg):
    return ""<div class='error'>"" + error_msg + ""</div>""",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def encrypt_data(data):
    key = ""my_secret_key_12345""
    cipher = AES.new(key.encode(), AES.MODE_EAX)
    return cipher.encrypt(data)",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def add(a, b): return a + b",0,11.55159494592986,training_dataset.csv,None,safe,safe_code
"def compile_template(template):
    compiled = compile(template, '<string>', 'exec')
    exec(compiled)",1,91.3739573423358,cve_like_training.csv,CWE-94,code_injection,cve_like
"def connect_to_db():
    import os
    password = os.environ.get('DB_PASSWORD')
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",0,23.437807618283376,cve_like_training.csv,None,safe,safe_code
"def main():
    with open('data.txt', 'w') as f: f.write(text)",0,5.365723733153274,training_dataset.csv,None,safe,safe_code
"def restore_object(data):
    import json
    obj = json.loads(base64.b64decode(data))
    return obj",0,19.838878579833576,cve_like_training.csv,None,safe,safe_code
"def display_comment(comment):
    import html
    safe_comment = html.escape(comment)
    return f""<div class='comment'>{safe_comment}</div>""",0,17.824168482039756,cve_like_training.csv,None,safe,safe_code
"open(os.path.join(base, user_file))",1,100.0,training_dataset.csv,CWE-22,path_traversal,pattern_analysis
"def connect_to_db():
    import os
    password = os.environ.get('DB_PASSWORD')
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",0,24.568114533577912,cve_like_training.csv,None,safe,safe_code
"def login(username, password):
    sql = ""SELECT * FROM users WHERE username=? AND password=?""
    return db.execute(sql, (username, password)).fetchone()",0,11.600964114430925,cve_like_training.csv,None,safe,safe_code
"def execute_formula(formula):
    import ast
    allowed_ops = {ast.Add, ast.Sub, ast.Mult, ast.Div}
    tree = ast.parse(formula, mode='eval')
    for node in ast.walk(tree):
        if isinstance(node, ast.operator) and type(node) not in allowed_ops:
            raise ValueError(""Invalid operation"")
    result = ast.literal_eval(formula)
    return result",0,19.855933144518808,cve_like_training.csv,None,safe,safe_code
import numpy as np; np.mean(data),0,5.562943793053714,training_dataset.csv,None,safe,safe_code
"def read_file(filename):
    safe_name = os.path.basename(filename)
    safe_path = os.path.join(""uploads"", safe_name)
    if not os.path.abspath(safe_path).startswith(os.path.abspath(""uploads"")):
        raise ValueError(""Invalid path"")
    with open(safe_path, 'r') as f:
        return f.read()",0,20.0,real_cve_dataset.csv,None,safe,safe_code
session.query(Model).filter(Model.id == id).all(),0,27.36664175521153,training_dataset.csv,None,safe,safe_code
"def restore_object(data):
    import json
    obj = json.loads(base64.b64decode(data))
    return obj",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def ping_host(hostname):
    import ipaddress
    ipaddress.ip_address(hostname)  # Validate
    result = subprocess.run([""ping"", ""-c"", ""4"", hostname], capture_output=True)
    return result.stdout",0,15.82886992075489,cve_like_training.csv,None,safe,safe_code
"def load_template(template_name):
    path = ""templates/"" + template_name
    return open(path).read()",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def parse_xml(xml_data):
    from defusedxml import ElementTree
    doc = ElementTree.parse(xml_data)
    return doc",0,20.0,real_cve_dataset.csv,None,safe,safe_code
pickle.load(user_file),1,71.95189640449203,training_dataset.csv,CWE-502,insecure_deserialization,pattern_analysis
"def load_xml_config(xml_string):
    from defusedxml.ElementTree import fromstring
    root = fromstring(xml_string)
    return root",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def connect_to_db():
    password = ""admin123""
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",1,93.18001275287696,cve_like_training.csv,CWE-798,hardcoded_secrets,cve_like
"def login(username, password):
    sql = ""SELECT * FROM users WHERE username=? AND password=?""
    return db.execute(sql, (username, password)).fetchone()",0,14.881690712032748,cve_like_training.csv,None,safe,safe_code
"def read_file(filename):
    safe_name = os.path.basename(filename)
    safe_path = os.path.join(""uploads"", safe_name)
    if not os.path.abspath(safe_path).startswith(os.path.abspath(""uploads"")):
        raise ValueError(""Invalid path"")
    with open(safe_path, 'r') as f:
        return f.read()",0,23.678906585942848,cve_like_training.csv,None,safe,safe_code
"def display_comment(comment):
    import html
    safe_comment = html.escape(comment)
    return f""<div class='comment'>{safe_comment}</div>""",0,15.755323638005596,cve_like_training.csv,None,safe,safe_code
"def execute_formula(formula):
    import ast
    allowed_ops = {ast.Add, ast.Sub, ast.Mult, ast.Div}
    tree = ast.parse(formula, mode='eval')
    for node in ast.walk(tree):
        if isinstance(node, ast.operator) and type(node) not in allowed_ops:
            raise ValueError(""Invalid operation"")
    result = ast.literal_eval(formula)
    return result",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def render_user_profile(name, bio):
    from markupsafe import escape
    return f""<h1>{escape(name)}</h1><p>{escape(bio)}</p>""",0,13.037724586132487,cve_like_training.csv,None,safe,safe_code
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,20.0,real_cve_dataset.csv,None,safe,safe_code
